Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR031689	Protein of unknown function DUF5080	interpro	family		PF16883	
IPR031690	Protein of unknown function DUF5079	interpro	family		PF16882	
IPR031694	Transmembrane protein 239	interpro	family		PF15841,PTHR37356	
IPR031695	Protein of unknown function DUF4718	interpro	family		PF15842,PTHR37858	
IPR031696	Protein of unknown function DUF4719	interpro	family		PF15843,PTHR38505	
IPR031697	Transmembrane and coiled-coil domain-containing protein 2	interpro	family		PTHR38496,PF15844	
IPR031698	Cysteine-rich C-terminal protein 1	interpro	family		PF15845	
IPR031699	Protein of unknown function DUF4720	interpro	family		PF15846,PTHR47620	
IPR031700	Loricrin	interpro	family		PF15847,PTHR39228	GO:0030280,GO:0001533
IPR031702	Protein of unknown function DUF5078	interpro	family		PF16877	
IPR031706	Odontogenesis associated phosphoprotein	interpro	family		PF15848,PTHR40376	
IPR031707	Putative abortive phage resistance protein AbiGii toxin	interpro	family		PF16873	
IPR031708	Protein of unknown function DUF4722	interpro	family		PF15849	
IPR031709	Putative phage abortive infection protein	interpro	family		PF16872	
IPR031710	Protein of unknown function DUF4723	interpro	family		PF15851	
IPR031713	G-protein coupled receptor ligand 15	interpro	family		PF15854	GO:0001664
IPR031714	Protein of unknown function DUF4726	interpro	family		PF15855,PTHR41401	
IPR031715	Protein of unknown function DUF4727	interpro	family		PTHR22379,PF15856	
IPR031716	Late cornified envelope protein 6A	interpro	family		PF15858	
IPR031718	Deleted in esophageal cancer 1	interpro	family		PF15859	
IPR031720	Protein of unknown function DUF4728	interpro	family		PF15860	
IPR031723	Dimethlysulfonioproprionate lyase DddL	interpro	family		PF16867	GO:0047869
IPR031732	Protein of unknown function DUF4729	interpro	family		PF15866	
IPR031734	Transcription activator MBF2	interpro	family		PF15868,PTHR37685	
IPR031739	Condensin-2 complex subunit H2	interpro	family		PTHR14324	GO:0030261
IPR031741	Serine-rich and transmembrane domain-containing protein	interpro	family		PF15872,PTHR35660	
IPR031742	Protein of unknown function DUF4730	interpro	family		PF15873,PTHR36878	
IPR031743	Small outer capsid protein	interpro	family		MF_04115,PF16855	GO:0019028
IPR031744	Small integral membrane protein 1	interpro	family		PF15875,PTHR38503	
IPR031746	Protein of unknown function DUF4732	interpro	family		PTHR37153,PF15876	
IPR031747	Transmembrane protein 232	interpro	family		PTHR28651,PF15877	
IPR031748	Protein of unknown function DUF4733	interpro	family		PTHR37872,PF15878	
IPR031751	Protein of unknown function DUF4735	interpro	family		PTHR33539,PF15882	
IPR031753	Stomagen	interpro	family		PF16851,PTHR37239	GO:2000123
IPR031754	Protein of unknown function DUF4736	interpro	family		PF15883	
IPR031755	Peptidase inhibitor I66	interpro	family		PF16850	GO:0004867
IPR031757	Glycosyltransferase family 88	interpro	family		PF16849	
IPR031758	Putative substrate of the Dot/Icm secretion system	interpro	family		PF16848	
IPR031762	Protein of unknown function DUF4738	interpro	family		PF15889	
IPR031767	Inhibitor of glucose uptake transporter SgrT	interpro	family		PF15894	GO:0046325
IPR031770	Antibacterial factor-related peptide	interpro	family		PTHR37971,PF16839	GO:0098542
IPR031771	CAAX box protein 1	interpro	family		PF15895	
IPR031773	Protein of unknown function DUF4741	interpro	family		PF15897,PTHR40715	
IPR031776	Splicing factor 3A subunit 3	interpro	family		PTHR12786:SF3,PTHR12786:SF2	GO:0003723,GO:0000398,GO:0005681
IPR031779	Shu complex, component Psy3	interpro	family		PF16836	GO:0000725,GO:0005634,GO:0097196
IPR031783	Chromosome segregation in meiosis protein 2	interpro	family		PF16834	GO:0000725,GO:0005634,GO:0097196
IPR031788	CS6 fimbrial subunit A/B	interpro	family		PF16831	
IPR031791	Avirulence protein ATR13	interpro	family		PF16829	
IPR031793	Integrin-alpha FG-GAP repeat-containing protein 2	interpro	family		PTHR16317,PF15907	
IPR031795	Putative zinc-finger containing protein	interpro	family		PF16827	
IPR031796	Protein of unknown function DUF5076	interpro	family		PF16826	
IPR031797	IGP family C-type lectin domain	interpro	family		PF16825	
IPR031806	Protein of unknown function DUF4744	interpro	family		PF15918	
IPR031809	Coiled-coil domain-containing protein 158	interpro	family		PTHR47615,PF15921	
IPR031810	YjeJ-like	interpro	family		PF15922	
IPR031812	Protein C	interpro	family		PF16821	
IPR031815	Protein of unknown function DUF5074	interpro	family		PF16819	
IPR031816	Protein of unknown function DUF5073	interpro	family		PF16817	
IPR031817	DotD protein	interpro	family		PF16816	
IPR031818	Protein Hri1	interpro	family		PF16815	
IPR031820	CRISPR-associated protein Csn2 subfamily St	interpro	family		PF16813	
IPR031821	SOSS complex subunit C	interpro	family		PF15925,PTHR31526	GO:0006281,GO:0006974,GO:0005634,GO:0070876
IPR031823	TRAP transporter T-component	interpro	family		PF16811	
IPR031825	RXLR phytopathogen effector protein	interpro	family		PF16810	
IPR031828	Myofilin	interpro	family		PF15929	
IPR031829	Effector protein NleF	interpro	family		PF16809	
IPR031830	Uncharacterised protein YdiH	interpro	family		PF15930	
IPR031832	Protein of unknown function DUF4747	interpro	family		PF15931	
IPR031833	Protein of unknown function DUF4748	interpro	family		PF15932	
IPR031834	Antitoxin RnlB/LsoB	interpro	family		PF15933	
IPR031835	Antiactivator protein ExsD	interpro	family		PF16806	
IPR031836	Phage late-transcription coactivator	interpro	family		PF16805	
IPR031839	Protein of unknown function DUF5070	interpro	family		PF16802	
IPR031841	DL-endopeptidase inhibitor IseA	interpro	family		PF16800	
IPR031843	Yuri gagarin	interpro	family		PF15934	
IPR031846	Voltage-gated hydrogen channel 1	interpro	family		PTHR46480	GO:0030171,GO:1902600,GO:0005887
IPR031848	PrlF antitoxin	interpro	family		PF15937	GO:0003700,GO:0097351,GO:0001558
IPR031851	Protein of unknown function DUF4750	interpro	family		PTHR36877,PF15938	
IPR031853	Putative antitoxin YmcE	interpro	family		PF15939	
IPR031854	Putative membrane protein FidL-like	interpro	family		PF15941	
IPR031855	Protein of unknown function DUF4751	interpro	family		PF15942	
IPR031856	Putative bacterial antitoxin YdaS	interpro	family		PF15943	
IPR031858	Protein of unknown function DUF4752	interpro	family		PF15944	
IPR031860	Protein of unknown function DUF4754	interpro	family		PF15946	
IPR031861	Phage tail base-plate attachment protein ORF16	interpro	family		PF16792	
IPR031863	Protein of unknown function DUF4755	interpro	family		PF15947	
IPR031864	Protein of unknown function DUF4756	interpro	family		PF15948	
IPR031868	Bacteriophage clamp loader A subunit	interpro	family		PF16790	GO:0003677,GO:0006260
IPR031869	YscO-like protein	interpro	family		PF16789	
IPR031874	Adult cuticle protein 1	interpro	family		PTHR12336,PF15955	
IPR031875	Recombination enhancement, RecA-dependent nuclease	interpro	family		PF16786	
IPR031876	Protein of unknown function DUF4760	interpro	family		PF15956	
IPR031877	Metal-binding protein SmbP	interpro	family		PF16785,cd13840	GO:0046872
IPR031878	Commissureless	interpro	family		PF15957	GO:0007411
IPR031881	Protein of unknown function DUF4761	interpro	family		PF15958	
IPR031882	Protein of unknown function DUF4762	interpro	family		PF15959	
IPR031883	Protein of unknown function DUF4763	interpro	family		PF15960	
IPR031884	Nucleotide exchange factor Sil1, fungi	interpro	family		PF16782	GO:0000774,GO:0005783
IPR031887	Serologically defined colon cancer antigen 8	interpro	family		PF15964,PTHR34343	GO:0007098,GO:0005813
IPR031888	Protein of unknown function DUF5068	interpro	family		PF16781	
IPR031890	F-box only protein 30/40	interpro	family		PTHR15933	GO:0061630
IPR031891	DNA-mimic protein DMP12	interpro	family		PF16779,cd14245	
IPR031892	Abi component, membrane-anchored ion channel RexB	interpro	family		PF15968	
IPR031893	Phage tail assembly chaperone protein	interpro	family		PF16778	
IPR031894	Abi component, intracellular sensor of Lambda phage RexA	interpro	family		PF15969	
IPR031895	RHH transcriptional regulator CopG	interpro	family		PF16777	
IPR031897	DolP-mannose mannosyltransferase AglS	interpro	family		PF15971	GO:0004169,GO:0035269
IPR031899	Baseplate protein Gp15	interpro	family		PF16774	
IPR031900	Lactococcus phage single-stranded DNA binding protein	interpro	family		PF16773	
IPR031901	Unpaired protein	interpro	family		PF15972	GO:0001700,GO:0007259
IPR031911	Pesticin immunity protein	interpro	family		PF16765	
IPR031918	Herpesvirus membrane glycoprotein UL141	interpro	family		PF16758	
IPR031923	Helicobacter TNF-alpha-inducing protein	interpro	family		PF16753	
IPR031924	Glycosyl hydrolase family 115	interpro	family		PF15979	
IPR031931	Protein of unknown function DUF4768	interpro	family		PF15989	
IPR031932	Arterivirus nonstructural protein 7 alpha	interpro	family		PF16749	
IPR031933	UPF0767 family	interpro	family		PF15990,PTHR28599	
IPR031934	Protein of unknown function DUF4769	interpro	family		PF15992	
IPR031937	PNN-interacting serine/arginine-rich protein	interpro	family		PTHR31518,PF15996	
IPR031939	Surface-adhesin protein E-like	interpro	family		PF16747	
IPR031945	Protein of unknown function DUF4775	interpro	family		PF16001	
IPR031948	Periplasmic lysozyme inhibitor, I-type	interpro	family		PF16743,cd09632	
IPR031958	Protein of unknown function DUF4778	interpro	family		PF16008	
IPR031959	Protein of unknown function DUF4779	interpro	family		PF16009	
IPR031974	Programmed cell death protein 7	interpro	family		PF16021	
IPR031975	Type IV pilin-like putative secretion pathway protein G/H	interpro	family		PF16734	
IPR031977	Protein of unknown function DUF4783	interpro	family		PF16022	
IPR031978	Protein of unknown function DUF4784	interpro	family		PF16023	
IPR031979	Protein of unknown function DUF4785	interpro	family		PF16024	
IPR031982	Type IV minor pilin ComP	interpro	family		PF16732	
IPR031983	Protein of unknown function DUF4786	interpro	family		PF16027	
IPR031985	Protein of unknown function DUF4787	interpro	family		PF16029,PTHR35455	
IPR031990	Protein of unknown function DUF5066	interpro	family		PF16728	
IPR031997	Myoviridae tail sheath stabiliser	interpro	family		PF16724	
IPR031998	Protein of unknown function DUF5065	interpro	family		PF16723	
IPR031999	Pathogenicity island protein gp6, Staphylococcus	interpro	family		PF16722	
IPR032002	Immunity factor for SPN	interpro	family		PF16718	
IPR032004	Protein of unknown function DUF4790	interpro	family		PF16037	
IPR032006	Transmembrane inner ear expressed protein	interpro	family		PF16038,PTHR28635	
IPR032007	Protein of unknown function DUF4791	interpro	family		PF16039	
IPR032013	Protein of unknown function DUF4795	interpro	family		PF16043	
IPR032016	Protein of unknown function DUF4796	interpro	family		PTHR33963,PF16044	
IPR032017	FAM76 protein	interpro	family		PF16046,PTHR46176	
IPR032018	Putative lipoprotein, pathogenic bacteria	interpro	family		PF16708	
IPR032019	Frog antimicrobial peptide, ranacyclin-type, Ranidae	interpro	family		PF16048	GO:0006952,GO:0005576
IPR032020	CAG pathogenicity island protein 13	interpro	family		PF16707	
IPR032021	Frog antimicrobial peptide, caerin-type, Litoria	interpro	family		PF16049	GO:0006952,GO:0005576
IPR032024	Protein of unknown function DUF5064	interpro	family		PF16703	
IPR032025	Protein of unknown function DUF5063	interpro	family		PF16702	
IPR032032	Type VI secretion system (T6SS), amidase immunity protein	interpro	family		PF16695	
IPR032036	Protein of unknown function DUF5062	interpro	family		PF16691	
IPR032037	Methylmalonic aciduria and homocystinuria type C family	interpro	family		PF16690,PTHR31457,cd12959	
IPR032047	Telomere resolvase ResT	interpro	family		PF16684	
IPR032048	Transglutaminase elicitor	interpro	family		PF16683	GO:0016755
IPR032053	Mitochondrial 28S ribosomal protein S34	interpro	family		PF16053,PTHR28589	GO:0003735,GO:0005739
IPR032055	Transmembrane protein 72	interpro	family		PF16054,PTHR28474	
IPR032056	Protein of unknown function DUF4798	interpro	family		PF16055	
IPR032057	Protein of unknown function DUF4799	interpro	family		PF16056	
IPR032062	Protein of unknown function DUF4803	interpro	family		PF16061	
IPR032063	Protein of unknown function DUF4804	interpro	family		PF16062	
IPR032064	Protein of unknown function DUF4805	interpro	family		PF16063	
IPR032066	DNA-packaging protein gp3	interpro	family		PF16677	
IPR032072	Protein of unknown function DUF4807	interpro	family		PTHR36693,PF16065	
IPR032075	Phosphoinositide phospholipase C, Ca2+-dependent	interpro	family		PF16670,cd08589	
IPR032077	Adhesin JlpA, Campylobacter	interpro	family		PF16668	GO:0007155
IPR032078	Multiple PDZ domain protein	interpro	family		PF16667	
IPR032080	Protein of unknown function DUF4809	interpro	family		PF16067	
IPR032083	Protein of unknown function DUF4811	interpro	family		PF16069	
IPR032086	Protein of unknown function DUF4813	interpro	family		PF16072	
IPR032092	Type IV Pilus-assembly protein W	interpro	family		PF16074	GO:0043683
IPR032111	Clostridium phage holin	interpro	family		PF16079	
IPR032118	Bacteriophage holin HP1 family	interpro	family		PF16080	
IPR032121	Mycobacterial phage holin	interpro	family		PF16081	
IPR032124	Bacteriophage F116-like holin	interpro	family		PF16082	
IPR032126	LydA-like holin	interpro	family		PF16083	
IPR032127	LydA-holin antagonist LydB	interpro	family		PF16084	
IPR032128	Pyocin R2, holin	interpro	family		PF16085	
IPR032129	Protein of unknown function DUF5056	interpro	family		PF16479	
IPR032134	Protein of unknown function DUF4816	interpro	family		PF16086	
IPR032143	BLOC-1-related complex subunit 7	interpro	family		PTHR31397,PF16088	
IPR032145	Protein of unknown function DUF4818	interpro	family		PF16089	
IPR032150	Protein of unknown function DUF4820	interpro	family		PF16091	
IPR032157	Proteasome assembly chaperone 4	interpro	family		PTHR33559,PF16093	GO:0043248
IPR032167	Protein of unknown function DUF5003	interpro	family		PF16394	
IPR032168	Protein of unknown function DUF5004	interpro	family		PF16395	
IPR032169	Protein of unknown function DUF5005	interpro	family		PF16396	
IPR032173	Protein of unknown function DUF5007	interpro	family		PF16398	
IPR032183	PKD-like family	interpro	family		PF16407	
IPR032184	Protein of unknown function DUF5016	interpro	family		PF16408	
IPR032187	Outer membrane protein SusF/SusE	interpro	family		PF16411	GO:2001070,GO:0019867
IPR032202	Family of unknown function DUF5021	interpro	family		PF16424	
IPR032203	Protein of unknown function (DUF5022)	interpro	family		PF16425	
IPR032204	Protein of unknown function DUF5023	interpro	family		PF16426	
IPR032205	Protein of unknown function DUF5024	interpro	family		PF16427	
IPR032206	Protein of unknown function DUF5025	interpro	family		PF16428	
IPR032207	Protein of unknown function DUF5026	interpro	family		PF16429	
IPR032208	Protein of unknown function DUF5027	interpro	family		PF16430	
IPR032209	Protein of unknown function DUF5028	interpro	family		PF16431	
IPR032210	Protein of unknown function DUF5029	interpro	family		PF16432	
IPR032211	Protein of unknown function DUF5030	interpro	family		PF16433	
IPR032212	Protein of unknown function DUF5031	interpro	family		PF16434	
IPR032213	Protein of unknown function DUF5032	interpro	family		PF16435	
IPR032214	Protein of unknown function DUF5033	interpro	family		PF16436	
IPR032215	Protein of unknown function DUF5034	interpro	family		PF16437	
IPR032216	Protein of unknown function DUF5035	interpro	family		PF16438	
IPR032217	Protein of unknown function DUF5036	interpro	family		PF16439	
IPR032218	Protein of unknown function DUF5037	interpro	family		PF16440	
IPR032219	Protein of unknown function DUF5038	interpro	family		PF16441	
IPR032220	Protein of unknown function DUF5039	interpro	family		PF16442	
IPR032221	Protein of unknown function DUF5040	interpro	family		PF16443	
IPR032222	Protein of unknown function DUF5041	interpro	family		PF16444	
IPR032238	Putative ATP-synthase-associated protein	interpro	family		PF16594	
IPR032241	Protein of unknown function DUF5042	interpro	family		PF16445	
IPR032242	Protein of unknown function DUF5043	interpro	family		PF16446	
IPR032243	Protein of unknown function DUF5044	interpro	family		PF16447	
IPR032245	RecQ-mediated genome instability protein 2	interpro	family		PF16100,PTHR33962	
IPR032248	Protein of unknown function DUF4823	interpro	family		PF16105	
IPR032249	Protein of unknown function DUF4824	interpro	family		PF16106	
IPR032251	Protein of unknown function DUF4826	interpro	family		PF16108	
IPR032252	Protein of unknown function DUF4827	interpro	family		PF16109	
IPR032253	Exocrine gland-secreted peptide Esp1/Esp22	interpro	family		PF16590	GO:0005186,GO:0005615
IPR032254	Protein of unknown function DUF4828	interpro	family		PF16110	
IPR032258	17kDa common-antigen outer membrane protein	interpro	family		PF16587	
IPR032259	Enoyl-CoA hydratase/isomerase,  HIBYL-CoA-H type	interpro	family		PF16113	GO:0003860
IPR032265	Protein of unknown function DUF4831	interpro	family		PF16115	
IPR032272	Protein of unknown function DUF4834	interpro	family		PF16118	
IPR032274	Protein of unknown function DUF4835	interpro	family		PF16119	
IPR032276	Protein of unknown function DUF4836	interpro	family		PF16120	
IPR032278	Cycle inhibiting factor (CIF)	interpro	family		PF16374	
IPR032286	Protein of unknown function DUF4837	interpro	family		PF16125	
IPR032287	Protein of unknown function DUF4838	interpro	family		PF16126	
IPR032290	Protein of unknown function DUF4839	interpro	family		PF16127	
IPR032293	Protein of unknown function DUF4840	interpro	family		PF16128	
IPR032299	Protein of unknown function DUF4843	interpro	family		PF16132	
IPR032301	Protein of unknown function DUF4844	interpro	family		PF16133	
IPR032303	YaiA protein	interpro	family		PF16362	
IPR032307	Putative PepSY TM-like protein	interpro	family		PF16357,PTHR40115	
IPR032314	Protein of unknown function DUF4845	interpro	family		PF16137	
